version,step,R_mean,G_n_mean,n,q_tot_pred_mean,drbfn_loss,qi_loss,qtot_loss
3,3470,0.5298,6.913,5,6.7523,0.0298,0.1132,4.6632
3,3480,0.511,6.7453,5,6.7074,0.0271,0.1012,3.285
3,3490,0.4667,6.3043,5,6.2395,0.0264,0.1108,4.3253
3,3500,0.4689,6.3154,5,6.7385,0.0246,0.0977,4.0445
3,3510,0.5335,6.9808,5,6.7949,0.0251,0.1084,4.5721
3,3520,0.484,6.5798,5,6.5089,0.0275,0.1091,3.9218
3,3530,0.5247,7.0612,5,6.9054,0.0281,0.1197,4.1048
3,3540,0.5069,6.9898,5,6.8012,0.0285,0.1175,3.9374
3,3550,0.4769,6.5274,5,6.8608,0.0272,0.1041,3.7944
3,3560,0.475,6.7507,5,6.6705,0.0277,0.1118,3.6471
3,3570,0.4869,6.6696,5,6.6448,0.027,0.1074,3.7651
3,3580,0.5375,7.4387,5,7.386,0.0268,0.1228,3.3974
3,3590,0.5069,6.6863,5,6.6817,0.0264,0.1123,4.6655
3,3600,0.5108,6.9391,5,7.0645,0.0253,0.112,4.3631
3,3610,0.5188,7.112,5,7.2056,0.028,0.1161,4.9507
3,3620,0.5495,7.4846,5,7.5855,0.026,0.1185,3.9373
3,3630,0.5055,6.925,5,6.7989,0.028,0.114,4.8985
3,3640,0.5707,7.5734,5,7.2202,0.0287,0.1128,4.3451
3,3650,0.4723,6.7768,5,6.8662,0.0257,0.1072,3.3333
3,3660,0.5445,7.6399,5,7.6924,0.0251,0.1139,4.1332
3,3670,0.5192,7.1081,5,6.955,0.0246,0.1175,4.4323
3,3680,0.5383,7.5131,5,7.3812,0.0288,0.1246,3.9513
3,3690,0.5725,7.7757,5,7.839,0.0253,0.1262,4.5742
3,3700,0.5469,7.2196,5,7.1488,0.0257,0.1295,3.7305
3,3710,0.5253,7.2828,5,7.2758,0.0252,0.1307,4.2429
3,3720,0.5506,7.7497,5,7.7963,0.0262,0.1131,3.964
3,3730,0.4882,6.8042,5,6.8522,0.0266,0.1106,4.3591
3,3740,0.54,7.1872,5,6.9242,0.0265,0.1363,4.7288
3,3750,0.5225,7.0458,5,7.1306,0.0266,0.1357,4.0819
3,3760,0.5174,7.0497,5,7.1401,0.025,0.1196,4.314
3,3770,0.4733,6.6855,5,6.8677,0.0249,0.1346,4.2093
3,3780,0.5522,7.5511,5,7.4975,0.0267,0.1356,5.0771
3,3790,0.4544,6.4254,5,6.8785,0.0268,0.1258,3.9221
3,3800,0.584,7.9234,5,7.7701,0.0276,0.152,5.0098
3,3810,0.5816,7.7159,5,7.3592,0.0271,0.1248,3.2782
3,3820,0.5221,7.3449,5,7.0941,0.0262,0.1313,4.8714
3,3830,0.4594,6.2161,5,6.7503,0.0254,0.1205,3.474
